Date,tmax,tavg,prcp,country,EinwohnerInnen
2020-01-05,5.9387292340855025,2.891724911831408,0.7696272679964291,Deutschland,83200000
2020-01-12,8.29420059886465,5.3636106643610475,1.565494777134711,Deutschland,83200000
2020-01-19,9.24533120719411,5.970889436991394,0.5999544954072588,Deutschland,83200000
2020-01-26,4.108094499310875,1.0341877101787966,0.11692189464471575,Deutschland,83200000
2020-02-02,10.221569370382655,7.538293697962393,4.43753309555207,Deutschland,83200000
2020-02-09,8.698084616152077,4.871504542852777,3.086285011309548,Deutschland,83200000
2020-02-16,10.123315815016799,6.497858257504015,3.489653390372168,Deutschland,83200000
2020-02-23,10.309664490913589,7.22790248907275,3.5248085689333934,Deutschland,83200000
2020-03-01,9.24272242343624,5.595253361606157,3.8303984771781137,Deutschland,83200000
2020-03-08,8.756579647253137,5.43325510364479,2.413131575590169,Deutschland,83200000
2020-03-15,12.196884995175266,8.064323958038585,2.763086382671545,Deutschland,83200000
2020-03-22,13.400237186062725,8.299024598344227,1.1467996846832773,Deutschland,83200000
2020-03-28,12.5,7.2,0,Deutschland,83200000
2020-03-29,10.34936678151684,4.844217243937519,NA,Deutschland,83200000
2020-04-05,11.45107714849515,5.709083955821718,0.10686840010748776,Deutschland,83200000
2020-04-12,21.20988893866979,13.770470481759693,0.07281414617695962,Deutschland,83200000
2020-04-19,17.52834781560758,10.947191609736883,0.126526341779901,Deutschland,83200000
2020-04-26,19.479861851580274,12.836286229172728,0.008693855846615473,Deutschland,83200000
2020-05-03,17.10296123123414,11.896976003674238,3.063913202788149,Deutschland,83200000
2020-05-10,19.329232439945564,13.029700639687785,0.6846977212784457,Deutschland,83200000
2020-05-17,15.17687212155823,9.647946399321944,1.9530883978781248,Deutschland,83200000
2020-05-24,21.805899001096126,16.000929695401638,1.140368320682076,Deutschland,83200000
2020-05-31,20.366185832280458,14.775196557556631,0.16683103185682252,Deutschland,83200000
2020-06-07,21.027815362770102,15.756031162420816,3.1949645871268406,Deutschland,83200000
2020-06-14,21.4362075010802,16.8152545083129,3.5778620696079937,Deutschland,83200000
2020-06-21,22.733545459321046,17.953181442384842,3.6547328020195815,Deutschland,83200000
2020-06-28,26.89971432527081,20.926433164777357,1.53028781604708,Deutschland,83200000
2020-07-05,24.026970201592807,18.997172985835363,2.4171431727987147,Deutschland,83200000
2020-07-12,21.965804869025234,16.936351579992472,2.3002587550787004,Deutschland,83200000
2020-07-19,23.5770278067272,18.233788701918975,1.6934916531783508,Deutschland,83200000
2020-07-26,25.279683538630124,19.451350490986627,1.177737701165991,Deutschland,83200000
2020-08-02,27.90361624202339,21.58800039974608,1.0581684639038846,Deutschland,83200000
2020-08-09,28.699012900610477,21.933654546806714,1.4432997604358777,Deutschland,83200000
2020-08-16,30.441970215631887,23.974676996974846,1.936910570096103,Deutschland,83200000
2020-08-23,27.2200721167568,21.70288787934851,2.0671734758982923,Deutschland,83200000
2020-08-30,22.050770504242106,17.40815426299448,3.704143690397431,Deutschland,83200000
2020-09-06,20.920322587928776,16.03170267769326,2.038363999354766,Deutschland,83200000
2020-09-13,23.268720560826413,16.87544450753214,0.1027947824956429,Deutschland,83200000
2020-09-20,25.53482894140223,17.937154108578493,0,Deutschland,83200000
2020-09-27,19.425337476821035,14.368901732906036,4.8358086956831565,Deutschland,83200000
2020-10-04,17.36460252587707,12.97015835248842,1.096470540682579,Deutschland,83200000
2020-10-11,14.833408365101267,11.413020111417731,2.4993693306847073,Deutschland,83200000
2020-10-18,11.039096030379081,8.25446522944669,1.5870302364809512,Deutschland,83200000
2020-10-25,16.235763594069947,12.111568678349409,1.6226103524947078,Deutschland,83200000
2020-11-01,14.072414332129705,11.313778493664849,3.169195929931457,Deutschland,83200000
2020-11-08,13.484824012969431,9.0240523941491,0.45302211306579987,Deutschland,83200000
2020-11-15,12.656503808324757,8.848057677451022,0.5326396042433457,Deutschland,83200000
2020-11-22,10.714019755518839,7.400048564868723,0.48142937227315613,Deutschland,83200000
2020-11-29,6.478647497822863,3.387657592885734,0.06720174848218653,Deutschland,83200000
2020-12-06,4.350428420445116,2.0594450489938323,1.9695505629023344,Deutschland,83200000
2020-12-13,4.70420552321273,2.9895987334415137,0.8212471784653615,Deutschland,83200000
2020-12-20,8.600342627853685,5.683981021325464,0.7785091289314608,Deutschland,83200000
2020-12-27,8.041662689904017,5.543100543694902,3.743911249092584,Deutschland,83200000
2020-12-31,4.648829467005612,2.6083806430529726,1.5025014899001077,Deutschland,83200000
2021-01-03,2.8912396805060205,1.5124515754933259,1.0091794585951017,Deutschland,83200000
2021-01-10,1.918244781361877,0.6119047706577246,0.9968926344520435,Deutschland,83200000
2021-01-17,2.232659346807801,0.1391956607177895,1.7314342538518543,Deutschland,83200000
2021-01-24,7.263866509852022,4.125363702241459,2.642173969668355,Deutschland,83200000
2021-01-31,4.435220657757742,1.8310173301655988,3.989927874867813,Deutschland,83200000
2021-02-07,6.410207254740943,3.8801095873656415,4.976074132327232,Deutschland,83200000
2021-02-14,-1.9239712795870816,-5.878000505262188,0.5248451254240151,Deutschland,83200000
2021-02-21,10.785645353731486,6.081918654297983,0.9578044398623315,Deutschland,83200000
2021-02-28,14.38485942676938,8.524581617143399,0.4355773176401433,Deutschland,83200000
2021-03-07,9.540582710597805,4.062743693032243,1.1373099729257483,Deutschland,83200000
2021-03-14,9.119131033579267,5.217603966848117,3.0145012139397935,Deutschland,83200000
2021-03-21,6.468344113070098,3.1175359484343272,1.3588923021552604,Deutschland,83200000
2021-03-27,12.1,7.466666666666667,0.21666666666666667,Deutschland,83200000
2021-03-28,12.579327780449637,7.560073623369099,NA,Deutschland,83200000
2021-04-04,16.86792341943139,10.422737972748108,0.059394902413289256,Deutschland,83200000
2021-04-11,9.818699401140151,5.1483771688219315,2.9863045486084516,Deutschland,83200000
2021-04-18,9.531270917563866,4.8663695869989105,0.7523857634210703,Deutschland,83200000
2021-04-25,14.598385984943103,8.740206169819816,0.4006570301491915,Deutschland,83200000
2021-05-02,14.402814226257986,9.16151002766506,2.2016886828045625,Deutschland,83200000
2021-05-09,15.242843444985638,9.955072986080449,2.51457416730819,Deutschland,83200000
2021-05-16,17.642258688563054,13.171101466868144,3.7086807032331937,Deutschland,83200000
2021-05-23,15.99527187292055,11.57762559476638,2.970790556146558,Deutschland,83200000
2021-05-30,16.909878027329658,12.042809285090494,2.094121398455402,Deutschland,83200000
2021-06-06,23.727372199075155,18.032159497039533,3.5314609972417035,Deutschland,83200000
2021-06-13,24.35915057273174,18.95441920757103,0.6781516682388017,Deutschland,83200000
2021-06-20,29.70828127465954,23.334187491526357,2.3173147778902807,Deutschland,83200000
2021-06-27,23.37590154106855,18.56830413039533,5.670154538599524,Deutschland,83200000
2021-07-04,23.180263443508693,18.417572411560013,7.876174393909003,Deutschland,83200000
2021-07-11,23.40504617421153,18.652371732078862,4.403500504860581,Deutschland,83200000
2021-07-18,24.204900531436632,19.703845967129485,4.715229547266502,Deutschland,83200000
2021-07-25,24.789971653410664,19.47970484025167,0.64315435364771,Deutschland,83200000
2021-08-01,24.168936602649286,19.209216602506764,4.224920428362162,Deutschland,83200000
2021-08-08,21.833133234431042,17.116044880750213,2.9537146141666306,Deutschland,83200000
2021-08-15,26.180917428656674,20.050653673988748,1.2550339385996636,Deutschland,83200000
2021-08-22,21.401948340639795,17.323407342858214,3.40073796501804,Deutschland,83200000
2021-08-29,19.116512291181174,15.251901735061663,5.270277452161849,Deutschland,83200000
2021-09-05,21.632485620066763,16.071964932549633,0.9567731979096936,Deutschland,83200000
2021-09-12,24.35385376567586,18.482989543738405,1.2033304571098418,Deutschland,83200000
2021-09-19,20.68103039971169,16.194430207092964,1.4669991872513863,Deutschland,83200000
2021-09-26,19.878813631111456,14.80075094463173,0.8738021299589489,Deutschland,83200000
2021-10-03,19.16536815128651,14.494256467823181,1.5959617213588495,Deutschland,83200000
2021-10-10,15.581213569354667,11.1066950353272,1.2764156504425668,Deutschland,83200000
2021-10-17,13.357901120452661,8.931000987183143,1.3369131918658244,Deutschland,83200000
2021-10-24,14.598897616027333,10.108684068489852,1.7796167739494972,Deutschland,83200000
2021-10-31,14.670663218905615,9.840082121290017,0.8466368927952319,Deutschland,83200000
2021-11-07,10.303907834613385,7.478580627763435,2.956509003122213,Deutschland,83200000
2021-11-14,8.902022454376418,5.572855351348824,0.4781838959603788,Deutschland,83200000
2021-11-21,8.307495211082566,6.508106330055324,0.27779013604554614,Deutschland,83200000
2021-11-28,4.953139473474086,2.901772826921383,0.7732869577006802,Deutschland,83200000
2021-12-05,5.573493350669554,3.3301311781782093,2.892196315295221,Deutschland,83200000
2021-12-12,4.07687144740849,2.091654756802299,1.4549620520629367,Deutschland,83200000
2021-12-19,7.209389682215079,5.805788460275421,0.17340825471096286,Deutschland,83200000
2021-12-26,3.9873170559603404,0.6640184858243917,1.8436120210015903,Deutschland,83200000
2021-12-31,10.586882144077926,8.052845026457186,3.393872139791856,Deutschland,83200000
2022-01-09,6.114149008285567,3.9685243516720123,3.692366706814275,Deutschland,83200000
2022-01-16,4.06794807652687,1.5353581163410417,0.07989971947063979,Deutschland,83200000
2022-01-23,5.3091328419756545,3.3016073212716965,0.7387353822350436,Deutschland,83200000
2022-01-30,5.913737397819203,3.5649202297557245,0.7176673254249253,Deutschland,83200000
2022-02-06,7.242387468841428,4.90428052322972,3.5362098079148985,Deutschland,83200000
2022-02-13,8.503780863108972,4.651618332670202,0.7460580667622024,Deutschland,83200000
2022-02-20,11.170892365286432,7.647684439972446,3.0021761835156973,Deutschland,83200000
2022-02-27,8.952911840326026,4.891578099900987,1.204660497571801,Deutschland,83200000
2022-03-06,7.615980101790709,2.1999448154888195,0.0013877743163872751,Deutschland,83200000
2022-03-13,11.529554309891138,5.0056885642585565,0.21165181278625497,Deutschland,83200000
2022-03-20,12.069413994546812,7.349130561365522,0.720477798378247,Deutschland,83200000
2022-03-26,17.072889365934625,10.37758759122221,0,Deutschland,83200000
2022-03-27,17.362455758985416,9.573834457589454,NA,Deutschland,83200000
2022-04-03,9.096009308126913,5.356814169840852,2.1998700626143,Deutschland,83200000
2022-04-10,10.749637648804052,6.917937638361597,4.366071133630916,Deutschland,83200000
2022-04-17,16.95203349889888,11.016912349453248,0.29164999930971736,Deutschland,83200000
2022-04-24,15.811218819518905,10.46453595376162,1.238550826706328,Deutschland,83200000
2022-05-01,15.543175736963578,10.38693514807167,1.5632160677659714,Deutschland,83200000
2022-05-08,19.14228086496597,13.226765388619489,1.444477916574134,Deutschland,83200000
2022-05-15,23.185572303737246,17.03660109348736,1.4114209521977923,Deutschland,83200000
2022-05-22,24.855141149003927,18.539036907206388,1.9490272530662778,Deutschland,83200000
2022-05-29,19.25675770036045,14.63688151231998,2.516196648024504,Deutschland,83200000
2022-06-05,21.526287471544208,15.686893984261841,1.8025985160179252,Deutschland,83200000
2022-06-12,23.211163006510684,17.868278683988578,2.5499602790559788,Deutschland,83200000
2022-06-19,26.744333740006276,20.32527815868039,0.437108970065534,Deutschland,83200000
2022-06-26,26.340423427961234,20.391808429133135,2.2470960421458104,Deutschland,83200000
2022-07-03,26.081163525750156,20.106519742320753,2.481394226382517,Deutschland,83200000
2022-07-10,22.775503391972073,17.893100536314957,1.0386251220240212,Deutschland,83200000
2022-07-17,25.80070075497288,19.67802599989605,0.07892811797362369,Deutschland,83200000
2022-07-24,30.21782110021691,23.375923920677508,1.2110845983303589,Deutschland,83200000
2022-07-31,26.67595749000513,20.844117489485306,1.7062517077287362,Deutschland,83200000
2022-08-07,28.128346884017763,21.86946623737607,1.516420020196071,Deutschland,83200000
2022-08-14,29.121321930481745,22.328414838071534,0.03989235328629155,Deutschland,83200000
2022-08-21,26.86279763427949,21.433793771772184,2.3034130292975656,Deutschland,83200000
2022-08-28,26.94931556981714,21.128808876879777,1.812690368439791,Deutschland,83200000
2022-09-04,24.35477334316768,18.47567490043779,0.718551572870641,Deutschland,83200000
2022-09-11,23.495044804939273,18.218333077300596,3.506664925479302,Deutschland,83200000
2022-09-18,18.759323717486577,14.492731945114848,5.081909441719092,Deutschland,83200000
2022-09-25,16.677798722701798,11.638241308392292,1.2647680014920812,Deutschland,83200000
2022-10-02,14.576580845276274,10.639810427959661,5.410776401542039,Deutschland,83200000
2022-10-09,17.671300423423016,12.3407243556716,0.12106375704598897,Deutschland,83200000
2022-10-16,17.567835147005525,12.936245622119973,1.7530652353080889,Deutschland,83200000
2022-10-23,18.199004107144034,13.90456910771826,2.5238450031708726,Deutschland,83200000
2022-10-30,20.434713690972792,15.181784554964407,0.6002648426783359,Deutschland,83200000
2022-11-06,14.082531175804267,10.368685425576627,1.0359442811324702,Deutschland,83200000
2022-11-13,13.744009375638,9.523266071930665,0.36695644945294226,Deutschland,83200000
2022-11-20,9.37835143607316,6.226579007840643,3.352033852106664,Deutschland,83200000
2022-11-27,8.288852941901947,5.258433516310069,1.1688335102564507,Deutschland,83200000
2022-12-04,4.476873325348022,3.3300955380026283,0.8929255712871579,Deutschland,83200000
2022-12-11,2.7319170051368635,1.1296066876189934,0.9233942690214594,Deutschland,83200000
2022-12-18,-1.2197104057285098,-4.088995604550543,0.7074228657876263,Deutschland,83200000
2022-12-25,9.66799109579313,7.0896711374327905,4.6914258517286465,Deutschland,83200000
2022-12-31,12.069941748888393,8.871640048345496,2.48408849412553,Deutschland,83200000
